ENST00000376530.38	all exons are deleted.
ENST00000305159.163	all exons are deleted.
ENST00000449970.612542	all exons are deleted.
ENST00000449970.626925	all exons are deleted.
ENST00000449970.709289	all exons are deleted.
ENST00000449970.1235131	all exons are deleted.
ENST00000449970.1272171	all exons are deleted.
ENST00000449970.299430	all exons are deleted.
ENST00000449970.316884	all exons are deleted.
ENST00000449970.340619	all exons are deleted.
ENST00000449970.362255	all exons are deleted.
ENST00000449970.454585	all exons are deleted.
ENST00000449970.506563	all exons are deleted.
ENST00000449970.578769	all exons are deleted.
ENST00000449970.756853	all exons are deleted.
ENST00000449970.848941	all exons are deleted.
ENST00000449970.890327	all exons are deleted.
ENST00000449970.930149	all exons are deleted.
ENST00000449970.1028483	all exons are deleted.
ENST00000449970.1047957	all exons are deleted.
ENST00000449970.1081531	all exons are deleted.
ENST00000449970.1119379	all exons are deleted.
ENST00000346587.38	all exons are deleted.
ENST00000453597.1044723	all exons are deleted.
ENST00000590612.339503	all exons are deleted.
ENST00000590612.405397	all exons are deleted.
ENST00000590612.471883	all exons are deleted.
ENST00000590612.870014	all exons are deleted.
ENST00000590612.1385309	all exons are deleted.
ENST00000374761.824477	all exons are deleted.
ENST00000374761.1339609	all exons are deleted.
ENST00000354957.38	all exons are deleted.
ENST00000354957.13928	all exons are deleted.
ENST00000354957.24683	all exons are deleted.
ENST00000354957.98661	all exons are deleted.
ENST00000354957.229310	all exons are deleted.
ENST00000354957.308336	all exons are deleted.
ENST00000354957.257932	all exons are deleted.
ENST00000354957.396206	all exons are deleted.
ENST00000354957.436640	all exons are deleted.
ENST00000354957.447546	all exons are deleted.
ENST00000354957.679935	all exons are deleted.
ENST00000354957.879801	all exons are deleted.
ENST00000354957.971087	all exons are deleted.
ENST00000354957.976526	all exons are deleted.
ENST00000354957.981362	all exons are deleted.
ENST00000354957.1040961	all exons are deleted.
ENST00000354957.1377406	all exons are deleted.
ENST00000372633.8	all exons are deleted.
ENST00000372633.6500	all exons are deleted.
ENST00000627814.3484	all exons are deleted.
ENST00000627814.4741	all exons are deleted.
ENST00000627814.5873	all exons are deleted.
ENST00000627814.7211	all exons are deleted.
ENST00000627814.9595	all exons are deleted.
ENST00000627814.10432	all exons are deleted.
ENST00000627814.11279	all exons are deleted.
ENST00000627814.15260	all exons are deleted.
ENST00000627814.18602	all exons are deleted.
ENST00000627814.19403	all exons are deleted.
ENST00000627814.19444	all exons are deleted.
ENST00000627814.22164	all exons are deleted.
ENST00000627814.22967	all exons are deleted.
ENST00000627814.26498	all exons are deleted.
ENST00000627814.28762	all exons are deleted.
ENST00000627814.30445	all exons are deleted.
ENST00000627814.34514	all exons are deleted.
ENST00000627814.34568	all exons are deleted.
ENST00000627814.50988	all exons are deleted.
ENST00000627814.12728	all exons are deleted.
ENST00000627814.297097	all exons are deleted.
ENST00000627814.1597	all exons are deleted.
ENST00000627814.3578	all exons are deleted.
ENST00000627814.4830	all exons are deleted.
ENST00000627814.7549	all exons are deleted.
ENST00000627814.10397	all exons are deleted.
ENST00000627814.16653	all exons are deleted.
ENST00000627814.22725	all exons are deleted.
ENST00000627814.22985	all exons are deleted.
ENST00000627814.25266	all exons are deleted.
ENST00000627814.26358	all exons are deleted.
ENST00000627814.48452	all exons are deleted.
ENST00000627814.49669	all exons are deleted.
ENST00000627814.57442	all exons are deleted.
ENST00000627814.65975	all exons are deleted.
ENST00000627814.73929	all exons are deleted.
ENST00000627814.74976	all exons are deleted.
ENST00000627814.83390	all exons are deleted.
ENST00000627814.98656	all exons are deleted.
ENST00000627814.101505	all exons are deleted.
ENST00000627814.101709	all exons are deleted.
ENST00000627814.108498	all exons are deleted.
ENST00000627814.112944	all exons are deleted.
ENST00000627814.166102	all exons are deleted.
ENST00000627814.166387	all exons are deleted.
ENST00000627814.173580	all exons are deleted.
ENST00000627814.174683	all exons are deleted.
ENST00000627814.177236	all exons are deleted.
ENST00000627814.180291	all exons are deleted.
ENST00000627814.211103	all exons are deleted.
ENST00000627814.226631	all exons are deleted.
ENST00000627814.244423	all exons are deleted.
ENST00000627814.247148	all exons are deleted.
ENST00000627814.257777	all exons are deleted.
ENST00000627814.281906	all exons are deleted.
ENST00000627814.321205	all exons are deleted.
ENST00000627814.417528	all exons are deleted.
ENST00000627814.438373	all exons are deleted.
ENST00000627814.450311	all exons are deleted.
ENST00000627814.483581	all exons are deleted.
ENST00000627814.513751	all exons are deleted.
ENST00000627814.710566	all exons are deleted.
ENST00000627814.740178	all exons are deleted.
ENST00000627814.803507	all exons are deleted.
ENST00000627814.979498	all exons are deleted.
ENST00000627814.1002950	all exons are deleted.
ENST00000627814.1010419	all exons are deleted.
ENST00000627814.1108127	all exons are deleted.
ENST00000627814.1190076	all exons are deleted.
ENST00000627814.1318548	all exons are deleted.
ENST00000641486.10	all exons are deleted.
ENST00000641486.16186	all exons are deleted.
ENST00000641486.126161	all exons are deleted.
ENST00000641486.3433	all exons are deleted.
ENST00000641486.1688	all exons are deleted.
ENST00000641486.1028529	all exons are deleted.
ENST00000641486.1341295	all exons are deleted.
ENST00000618487.38	all exons are deleted.
ENST00000618487.13928	all exons are deleted.
ENST00000618487.16454	all exons are deleted.
ENST00000618487.24683	all exons are deleted.
ENST00000618487.52013	all exons are deleted.
ENST00000618487.69042	all exons are deleted.
ENST00000618487.98661	all exons are deleted.
ENST00000618487.152815	all exons are deleted.
ENST00000618487.229310	all exons are deleted.
ENST00000618487.259303	all exons are deleted.
ENST00000618487.260141	all exons are deleted.
ENST00000618487.308336	all exons are deleted.
ENST00000618487.449818	all exons are deleted.
ENST00000618487.543370	all exons are deleted.
ENST00000618487.606234	all exons are deleted.
ENST00000618487.861759	all exons are deleted.
ENST00000618487.254614	all exons are deleted.
ENST00000618487.303416	all exons are deleted.
ENST00000618487.630395	all exons are deleted.
ENST00000618487.694348	all exons are deleted.
ENST00000618487.1171082	all exons are deleted.
ENST00000315543.241548	all exons are deleted.
ENST00000315543.268464	all exons are deleted.
ENST00000315543.300203	all exons are deleted.
ENST00000315543.416801	all exons are deleted.
ENST00000315543.583217	all exons are deleted.
ENST00000315543.710250	all exons are deleted.
ENST00000315543.811589	all exons are deleted.
ENST00000315543.887596	all exons are deleted.
ENST00000315543.891075	all exons are deleted.
ENST00000315543.962815	all exons are deleted.
ENST00000315543.1088751	all exons are deleted.
ENST00000315543.1152681	all exons are deleted.
ENST00000315543.1170191	all exons are deleted.
ENST00000315543.1252940	all exons are deleted.
ENST00000315543.1258616	all exons are deleted.
ENST00000315543.1283379	all exons are deleted.
ENST00000315543.1287053	all exons are deleted.
ENST00000315543.1350353	all exons are deleted.
ENST00000328449.55	all exons are deleted.
ENST00000610776.20907	all exons are deleted.
ENST00000555159.39	all exons are deleted.
ENST00000397162.2205	all exons are deleted.
ENST00000397162.2573	all exons are deleted.
ENST00000397162.5903	all exons are deleted.
ENST00000397162.16903	all exons are deleted.
ENST00000397162.20787	all exons are deleted.
ENST00000397162.36974	all exons are deleted.
ENST00000397162.42678	all exons are deleted.
ENST00000397162.110858	all exons are deleted.
ENST00000397162.114129	all exons are deleted.
ENST00000397162.206477	all exons are deleted.
ENST00000397162.209506	all exons are deleted.
ENST00000397162.523608	all exons are deleted.
ENST00000397162.539464	all exons are deleted.
ENST00000397162.571324	all exons are deleted.
ENST00000397162.594493	all exons are deleted.
ENST00000397162.1031010	all exons are deleted.
ENST00000397162.1146756	all exons are deleted.
ENST00000397162.1192310	all exons are deleted.
ENST00000322583.1	all exons are deleted.
ENST00000283309.1393696	all exons are deleted.
ENST00000262265.185652	all exons are deleted.
ENST00000641449.33	all exons are deleted.
ENST00000641449.37	all exons are deleted.
ENST00000378538.43587	all exons are deleted.
ENST00000378538.278576	all exons are deleted.
ENST00000378538.383192	all exons are deleted.
ENST00000317869.23	all exons are deleted.
ENST00000317869.4156	all exons are deleted.
ENST00000317869.11979	all exons are deleted.
ENST00000317869.7445	all exons are deleted.
ENST00000317869.13885	all exons are deleted.
ENST00000317869.23343	all exons are deleted.
ENST00000317869.9838	all exons are deleted.
ENST00000317869.20922	all exons are deleted.
ENST00000302071.108943	all exons are deleted.
ENST00000358992.344552	all exons are deleted.
ENST00000358992.1233726	all exons are deleted.
ENST00000641627.537	all exons are deleted.
ENST00000641627.881376	all exons are deleted.
ENST00000610330.1	all exons are deleted.
ENST00000378912.904020	all exons are deleted.
ENST00000378912.1416683	all exons are deleted.
ENST00000617704.10	all exons are deleted.
ENST00000636697.111	all exons are deleted.
ENST00000636697.135	all exons are deleted.
ENST00000428701.102205	all exons are deleted.
ENST00000397907.54840	all exons are deleted.
ENST00000397907.67853	all exons are deleted.
ENST00000397907.924885	all exons are deleted.
ENST00000397907.1270283	all exons are deleted.
ENST00000397907.1342974	all exons are deleted.
ENST00000533214.46	all exons are deleted.
ENST00000647775.845441	all exons are deleted.
ENST00000647775.959375	all exons are deleted.
ENST00000647775.1246812	all exons are deleted.
ENST00000397121.1258	all exons are deleted.
ENST00000397121.2123	all exons are deleted.
ENST00000397121.2205	all exons are deleted.
ENST00000397121.2563	all exons are deleted.
ENST00000397121.3354	all exons are deleted.
ENST00000397121.3617	all exons are deleted.
ENST00000397121.4035	all exons are deleted.
ENST00000397121.4876	all exons are deleted.
ENST00000397121.10219	all exons are deleted.
ENST00000397121.4101	all exons are deleted.
ENST00000397121.2515	all exons are deleted.
ENST00000397121.3668	all exons are deleted.
ENST00000397121.154426	all exons are deleted.
ENST00000397121.21085	all exons are deleted.
ENST00000397121.22650	all exons are deleted.
ENST00000397121.145730	all exons are deleted.
ENST00000397121.161582	all exons are deleted.
