ENST00000646685.17	all exons are deleted.
ENST00000646685.31	all exons are deleted.
ENST00000368955.120449	all exons are deleted.
ENST00000372047.71439	all exons are deleted.
ENST00000372047.80406	all exons are deleted.
ENST00000372047.80504	all exons are deleted.
ENST00000372047.156624	all exons are deleted.
ENST00000372047.178696	all exons are deleted.
ENST00000372047.200950	all exons are deleted.
ENST00000451531.20723	all exons are deleted.
ENST00000451531.25890	all exons are deleted.
ENST00000451531.62689	all exons are deleted.
ENST00000451531.64069	all exons are deleted.
ENST00000451531.95496	all exons are deleted.
ENST00000451531.117299	all exons are deleted.
ENST00000603640.130491	all exons are deleted.
ENST00000287038.246504	all exons are deleted.
ENST00000596991.108701	all exons are deleted.
ENST00000394001.2760	all exons are deleted.
ENST00000593612.187513	all exons are deleted.
ENST00000593612.271760	all exons are deleted.
ENST00000620374.40974	all exons are deleted.
ENST00000620374.274125	all exons are deleted.
ENST00000259989.11	all exons are deleted.
ENST00000356476.6	all exons are deleted.
ENST00000356476.33956	all exons are deleted.
ENST00000356476.76413	all exons are deleted.
ENST00000356476.83996	all exons are deleted.
ENST00000356476.159339	all exons are deleted.
ENST00000356476.174028	all exons are deleted.
ENST00000376447.25512	all exons are deleted.
ENST00000376447.35324	all exons are deleted.
ENST00000369158.1	all exons are deleted.
ENST00000369158.2297	all exons are deleted.
ENST00000369158.24648	all exons are deleted.
ENST00000369158.141667	all exons are deleted.
ENST00000369158.177623	all exons are deleted.
ENST00000369158.183433	all exons are deleted.
ENST00000368750.1	all exons are deleted.
ENST00000376228.255374	all exons are deleted.
ENST00000343195.58332	all exons are deleted.
ENST00000573521.12284	all exons are deleted.
ENST00000340646.37347	all exons are deleted.
ENST00000340646.39596	all exons are deleted.
ENST00000340646.49007	all exons are deleted.
ENST00000419275.1	all exons are deleted.
ENST00000419275.1017	all exons are deleted.
ENST00000419275.34148	all exons are deleted.
ENST00000419275.163	all exons are deleted.
ENST00000465342.5	all exons are deleted.
ENST00000610261.35284	all exons are deleted.
ENST00000359788.201575	all exons are deleted.
ENST00000339922.36	all exons are deleted.
ENST00000359674.225016	all exons are deleted.
ENST00000524087.135852	all exons are deleted.
ENST00000524087.195961	all exons are deleted.
ENST00000524087.218932	all exons are deleted.
ENST00000524087.238671	all exons are deleted.
ENST00000640702.189114	all exons are deleted.
ENST00000640702.247022	all exons are deleted.
ENST00000390689.99366	all exons are deleted.
ENST00000374618.51420	all exons are deleted.
ENST00000295901.251850	all exons are deleted.
ENST00000433496.26022	all exons are deleted.
ENST00000641515.154963	all exons are deleted.
ENST00000317996.193	all exons are deleted.
ENST00000245621.196081	all exons are deleted.
ENST00000245621.250939	all exons are deleted.
ENST00000381621.186	all exons are deleted.
ENST00000425167.96987	all exons are deleted.
ENST00000360151.147734	all exons are deleted.
ENST00000360151.226052	all exons are deleted.
ENST00000360151.227367	all exons are deleted.
ENST00000390673.22	all exons are deleted.
ENST00000390673.20369	all exons are deleted.
ENST00000360439.17306	all exons are deleted.
ENST00000544824.57964	all exons are deleted.
ENST00000437300.1	all exons are deleted.
ENST00000437300.11408	all exons are deleted.
ENST00000437300.227745	all exons are deleted.
ENST00000528972.385	all exons are deleted.
ENST00000617311.36469	all exons are deleted.
ENST00000500968.2	all exons are deleted.
ENST00000360323.49114	all exons are deleted.
ENST00000360323.130131	all exons are deleted.
ENST00000360323.260144	all exons are deleted.
ENST00000379177.30014	all exons are deleted.
ENST00000642030.3765	all exons are deleted.
ENST00000642030.6594	all exons are deleted.
ENST00000510838.4	all exons are deleted.
ENST00000510838.159413	all exons are deleted.
ENST00000510838.166496	all exons are deleted.
ENST00000510838.184021	all exons are deleted.
ENST00000510838.213759	all exons are deleted.
ENST00000510838.221725	all exons are deleted.
ENST00000510838.228585	all exons are deleted.
ENST00000510838.270415	all exons are deleted.
ENST00000510838.276416	all exons are deleted.
ENST00000335783.93809	all exons are deleted.
ENST00000391705.172831	all exons are deleted.
ENST00000607355.1	all exons are deleted.
ENST00000607355.2297	all exons are deleted.
ENST00000607355.141667	all exons are deleted.
ENST00000607355.25111	all exons are deleted.
ENST00000607355.141675	all exons are deleted.
ENST00000607355.186271	all exons are deleted.
ENST00000607355.191700	all exons are deleted.
ENST00000607355.228062	all exons are deleted.
ENST00000417495.22158	all exons are deleted.
ENST00000424629.61	all exons are deleted.
ENST00000424629.94340	all exons are deleted.
ENST00000445148.150094	all exons are deleted.
ENST00000367114.116467	all exons are deleted.
ENST00000614074.41636	all exons are deleted.
ENST00000594294.108701	all exons are deleted.
ENST00000306502.213533	all exons are deleted.
ENST00000641868.193	all exons are deleted.
ENST00000642000.3765	all exons are deleted.
ENST00000642000.6594	all exons are deleted.
ENST00000440605.22525	all exons are deleted.
ENST00000440605.29619	all exons are deleted.
ENST00000440605.67599	all exons are deleted.
ENST00000440605.150836	all exons are deleted.
ENST00000440605.232173	all exons are deleted.
ENST00000440605.234140	all exons are deleted.
ENST00000271153.98950	all exons are deleted.
ENST00000641460.17039	all exons are deleted.
ENST00000536878.241340	all exons are deleted.
ENST00000311437.204984	all exons are deleted.
ENST00000374660.2879	all exons are deleted.
ENST00000374660.4245	all exons are deleted.
ENST00000374660.9609	all exons are deleted.
ENST00000374660.15556	all exons are deleted.
ENST00000374660.15963	all exons are deleted.
ENST00000374660.17796	all exons are deleted.
ENST00000374660.24722	all exons are deleted.
ENST00000374660.24788	all exons are deleted.
ENST00000374660.25351	all exons are deleted.
ENST00000374660.43396	all exons are deleted.
ENST00000374660.53616	all exons are deleted.
ENST00000374660.78756	all exons are deleted.
ENST00000374660.92434	all exons are deleted.
ENST00000374660.46696	all exons are deleted.
ENST00000359193.6	all exons are deleted.
ENST00000359193.60514	all exons are deleted.
ENST00000359193.159638	all exons are deleted.
ENST00000359193.207456	all exons are deleted.
ENST00000403683.1	all exons are deleted.
ENST00000403683.2297	all exons are deleted.
ENST00000403683.25111	all exons are deleted.
ENST00000403683.141675	all exons are deleted.
ENST00000403683.186271	all exons are deleted.
ENST00000403683.191700	all exons are deleted.
ENST00000403683.228062	all exons are deleted.
ENST00000300870.4177	all exons are deleted.
ENST00000530464.31	all exons are deleted.
ENST00000541546.137748	all exons are deleted.
ENST00000353068.58332	all exons are deleted.
ENST00000338595.134115	all exons are deleted.
ENST00000430580.7646	all exons are deleted.
ENST00000430580.80845	all exons are deleted.
ENST00000430580.134041	all exons are deleted.
ENST00000430580.160052	all exons are deleted.
ENST00000430580.173571	all exons are deleted.
ENST00000430580.181525	all exons are deleted.
ENST00000430580.195061	all exons are deleted.
ENST00000430580.203707	all exons are deleted.
ENST00000430580.218230	all exons are deleted.
ENST00000430580.226670	all exons are deleted.
ENST00000382978.27984	all exons are deleted.
ENST00000382978.31800	all exons are deleted.
ENST00000641451.34044	all exons are deleted.
ENST00000641451.9204	all exons are deleted.
ENST00000458379.61	all exons are deleted.
ENST00000340011.8932	all exons are deleted.
ENST00000285013.24	all exons are deleted.
ENST00000422689.2308	all exons are deleted.
ENST00000422689.213437	all exons are deleted.
ENST00000505354.46	all exons are deleted.
ENST00000535338.206605	all exons are deleted.
ENST00000535338.250987	all exons are deleted.
ENST00000340513.18623	all exons are deleted.
ENST00000340513.18735	all exons are deleted.
ENST00000282869.103990	all exons are deleted.
ENST00000282869.129889	all exons are deleted.
ENST00000282869.136993	all exons are deleted.
ENST00000307441.51420	all exons are deleted.
ENST00000612078.218367	all exons are deleted.
ENST00000399273.6039	all exons are deleted.
ENST00000399273.47344	all exons are deleted.
ENST00000641220.193	all exons are deleted.
ENST00000531598.148698	all exons are deleted.
ENST00000531598.227369	all exons are deleted.
ENST00000372627.164751	all exons are deleted.
ENST00000441330.145661	all exons are deleted.
ENST00000641971.17039	all exons are deleted.
ENST00000641124.17	all exons are deleted.
ENST00000641124.31	all exons are deleted.
ENST00000409914.21282	all exons are deleted.
ENST00000409914.26434	all exons are deleted.
ENST00000409914.65012	all exons are deleted.
ENST00000409914.65247	all exons are deleted.
ENST00000409914.99732	all exons are deleted.
ENST00000461105.58332	all exons are deleted.
ENST00000614127.22525	all exons are deleted.
